20/03/2015	19:42:40	0.036486544
20/03/2015	19:39:40	0.033565772
20/03/2015	19:36:39	0.033867506
20/03/2015	19:33:39	0.031484939
20/03/2015	19:30:40	0.031229996
20/03/2015	19:27:40	0.033063904
20/03/2015	19:24:40	0.037636184
20/03/2015	19:21:39	0.037857238
20/03/2015	18:48:39	0.046793098
20/03/2015	18:45:40	0.037551419
20/03/2015	18:42:41	0.034323404
20/03/2015	18:39:41	0.0324296
20/03/2015	14:51:39	0.037351006
20/03/2015	14:48:39	0.033077934
20/03/2015	14:45:39	0.033485986
20/03/2015	14:42:39	0.028754886
20/03/2015	14:36:39	0.025281102
22/03/2015	19:42:02	0.01822459
22/03/2015	19:36:01	0.025025334
22/03/2015	19:33:01	0.025769201
22/03/2015	19:30:02	0.021964173
22/03/2015	19:27:02	0.025017815
22/03/2015	18:51:01	0.01457139
23/03/2015	18:56:43	0.029530925
23/03/2015	14:02:42	0.034332822
23/03/2015	14:00:32	0.038214902
23/03/2015	13:58:36	0.033519043
23/03/2015	13:47:46	0.029336745
24/03/2015	20:02:23	0.037177368
24/03/2015	19:56:23	0.041424612
24/03/2015	19:53:24	0.036708032
24/03/2015	19:44:24	0.044856239
24/03/2015	19:41:24	0.048978566
24/03/2015	19:38:24	0.042186959
24/03/2015	19:32:23	0.045639166
24/03/2015	18:50:23	0.027682659
24/03/2015	18:47:23	0.027856074
24/03/2015	18:44:24	0.022038265
24/03/2015	18:41:24	0.019127338
24/03/2015	18:38:25	0.019247743
24/03/2015	18:35:25	0.018862202
24/03/2015	18:32:25	0.01691983
24/03/2015	18:29:24	0.015636725
24/03/2015	18:26:25	0.017191053
24/03/2015	18:23:24	0.017920528
24/03/2015	18:20:25	0.018075071
24/03/2015	18:08:24	0.019183378
24/03/2015	18:05:25	0.017914185
24/03/2015	18:02:25	0.016349359
24/03/2015	17:59:24	0.015081846
24/03/2015	17:56:24	0.01473839
24/03/2015	17:53:24	0.015365448
24/03/2015	17:50:24	0.018450168
24/03/2015	17:47:24	0.015744267
24/03/2015	17:44:24	0.017123011
24/03/2015	17:41:24	0.017037326
24/03/2015	17:38:24	0.018233874
24/03/2015	17:35:25	0.017070715
24/03/2015	17:32:25	0.018819257
24/03/2015	17:29:24	0.019335015
24/03/2015	17:26:24	0.021561474
24/03/2015	17:23:24	0.021178975
24/03/2015	17:20:24	0.017847628
24/03/2015	17:08:25	0.01602987
24/03/2015	17:05:25	0.016486875
24/03/2015	17:02:24	0.017556954
24/03/2015	16:59:24	0.015269147
24/03/2015	16:56:24	0.015352689
24/03/2015	16:53:24	0.020283567
24/03/2015	16:50:25	0.020563673
24/03/2015	16:47:25	0.019910526
24/03/2015	16:44:24	0.020574409
24/03/2015	16:41:24	0.019305714
24/03/2015	16:38:24	0.020238592
24/03/2015	16:35:25	0.020567216
24/03/2015	16:32:25	0.018545966
24/03/2015	16:29:24	0.016397818
24/03/2015	16:26:25	0.014663837
24/03/2015	16:23:25	0.014594106
24/03/2015	16:20:24	0.01207249
24/03/2015	16:08:24	0.010767574
24/03/2015	16:05:25	0.01276173
24/03/2015	16:02:25	0.01436578
24/03/2015	15:59:24	0.014990531
24/03/2015	15:08:24	0.019499336
24/03/2015	15:05:23	0.018018487
24/03/2015	15:02:24	0.018158767
24/03/2015	14:59:23	0.01719129
24/03/2015	14:56:23	0.016002844
24/03/2015	14:53:23	0.015546133
24/03/2015	14:50:23	0.016064644
24/03/2015	14:47:23	0.016436729
24/03/2015	14:44:23	0.017306215
24/03/2015	14:41:23	0.019253616
24/03/2015	14:38:24	0.016225089
25/03/2015	18:38:06	0.017029728
25/03/2015	18:20:06	0.015835496
25/03/2015	17:05:06	0.024853134
25/03/2015	17:02:05	0.030149731
26/03/2015	19:19:45	0.037511543
26/03/2015	19:07:46	0.021306236
26/03/2015	19:04:45	0.020038659
26/03/2015	19:01:45	0.019771249
26/03/2015	18:58:46	0.021296093
26/03/2015	18:55:46	0.020043251
26/03/2015	18:52:46	0.019185117
26/03/2015	18:49:45	0.019894097
26/03/2015	18:46:45	0.017368048
26/03/2015	18:43:46	0.016812009
26/03/2015	18:40:46	0.016394488
26/03/2015	18:37:47	0.016443077
26/03/2015	18:34:47	0.017601752
26/03/2015	18:31:47	0.017890642
26/03/2015	18:28:46	0.01867639
26/03/2015	18:25:47	0.020734586
26/03/2015	18:22:46	0.01795483
26/03/2015	18:19:47	0.017607249
26/03/2015	18:07:46	0.01668931
26/03/2015	18:04:47	0.017337393
26/03/2015	18:01:47	0.01916363
26/03/2015	17:58:46	0.014831518
26/03/2015	17:55:46	0.016716756
26/03/2015	17:52:46	0.018397126
26/03/2015	17:49:46	0.01781209
26/03/2015	17:46:46	0.017754753
26/03/2015	17:43:46	0.017429482
26/03/2015	17:40:46	0.01754023
26/03/2015	17:37:46	0.018329423
26/03/2015	17:34:47	0.018673287
26/03/2015	17:31:47	0.01832978
26/03/2015	17:28:46	0.018594646
26/03/2015	17:25:46	0.016821315
26/03/2015	17:22:46	0.020280494
26/03/2015	17:19:46	0.016372365
26/03/2015	17:07:47	0.020229796
26/03/2015	17:04:47	0.015498861
26/03/2015	17:01:48	0.016060125
26/03/2015	16:58:46	0.01736353
26/03/2015	16:55:46	0.017311846
26/03/2015	16:52:46	0.019021561
26/03/2015	16:49:47	0.017518076
26/03/2015	16:46:47	0.017958836
26/03/2015	16:43:46	0.019476131
26/03/2015	16:40:46	0.023801601
26/03/2015	16:37:46	0.024414188
26/03/2015	16:34:47	0.021712155
26/03/2015	16:31:47	0.022250442
26/03/2015	16:28:46	0.021266841
26/03/2015	16:25:47	0.02032052
26/03/2015	16:22:47	0.020206531
26/03/2015	16:19:46	0.018785589
26/03/2015	16:07:46	0.021033704
26/03/2015	16:04:47	0.019079814
26/03/2015	16:01:47	0.01907593
26/03/2015	15:58:46	0.020726346
26/03/2015	15:55:46	0.024813304
26/03/2015	15:49:47	0.02889571
26/03/2015	15:37:46	0.023750146
26/03/2015	15:34:46	0.023177141
26/03/2015	15:31:46	0.022359332
26/03/2015	15:28:46	0.023228853
26/03/2015	15:25:46	0.022428647
26/03/2015	15:22:46	0.020884274
26/03/2015	15:19:45	0.022196872
26/03/2015	15:07:46	0.025420086
26/03/2015	15:04:45	0.033572627
27/03/2015	20:17:32	0.04494261
27/03/2015	20:04:27	0.034146166
27/03/2015	20:01:26	0.036530682
27/03/2015	19:58:26	0.04063747
27/03/2015	19:55:26	0.059884428
27/03/2015	19:52:27	0.059447823
27/03/2015	19:46:26	0.045579265
27/03/2015	19:43:27	0.03597453
27/03/2015	19:40:27	0.034567342
27/03/2015	19:37:27	0.032811138
27/03/2015	19:34:27	0.031228397
27/03/2015	19:31:26	0.030915241
27/03/2015	19:28:27	0.030345331
27/03/2015	19:25:27	0.029586367
27/03/2015	19:22:27	0.024257998
27/03/2015	19:19:27	0.021921133
27/03/2015	19:07:27	0.030317817
27/03/2015	19:04:27	0.026032859
27/03/2015	19:01:26	0.024502266
27/03/2015	18:58:27	0.025826769
27/03/2015	18:55:27	0.027979396
27/03/2015	18:52:27	0.031199505
27/03/2015	18:49:27	0.031947259
27/03/2015	18:46:26	0.032823321
27/03/2015	18:43:27	0.034034667
27/03/2015	18:40:27	0.035470259
27/03/2015	18:37:27	0.036553598
27/03/2015	18:34:28	0.032610475
27/03/2015	18:31:28	0.03463668
27/03/2015	18:28:27	0.035402389
27/03/2015	18:25:28	0.036611696
27/03/2015	18:22:27	0.035356882
27/03/2015	18:19:28	0.035356315
27/03/2015	18:07:27	0.047358964
27/03/2015	18:04:28	0.048647166
27/03/2015	18:01:28	0.045270285
27/03/2015	17:58:27	0.048990143
27/03/2015	17:55:27	0.045203969
27/03/2015	17:52:27	0.041965469
27/03/2015	17:49:27	0.045394973
27/03/2015	17:46:27	0.042190865
27/03/2015	17:43:27	0.044690177
27/03/2015	17:40:27	0.045502182
27/03/2015	17:37:27	0.042871208
27/03/2015	17:34:28	0.043119659
27/03/2015	17:31:28	0.044199474
27/03/2015	17:28:27	0.042981401
27/03/2015	17:25:27	0.040993964
27/03/2015	17:22:27	0.052692045
27/03/2015	17:19:27	0.049546442
27/03/2015	17:07:28	0.050186265
27/03/2015	17:04:28	0.046396904
27/03/2015	17:01:29	0.046219198
27/03/2015	16:58:27	0.0488576
27/03/2015	16:55:27	0.045412536
27/03/2015	16:52:27	0.048246356
27/03/2015	16:49:28	0.055555106
27/03/2015	16:46:28	0.064071935
27/03/2015	16:43:27	0.050969059
27/03/2015	16:40:27	0.045677537
27/03/2015	16:37:27	0.049862425
27/03/2015	16:34:28	0.044618951
27/03/2015	16:31:28	0.032309998
27/03/2015	16:28:27	0.030637009
27/03/2015	16:19:27	0.038632117
27/03/2015	16:04:28	0.037709881
27/03/2015	16:01:28	0.039886636
27/03/2015	15:55:27	0.04699348
27/03/2015	15:49:28	0.039183089
27/03/2015	15:46:28	0.038081712
27/03/2015	15:37:27	0.049713111
27/03/2015	15:34:27	0.049505077
28/03/2015	16:01:09	0.043321321
28/03/2015	15:55:08	0.034511376
28/03/2015	15:52:08	0.0378506
28/03/2015	15:49:09	0.040135997
28/03/2015	15:43:08	0.039076703
28/03/2015	15:37:08	0.048568761
28/03/2015	15:28:08	0.047529888
28/03/2015	15:25:08	0.041202783
28/03/2015	15:22:08	0.041130016
28/03/2015	15:19:08	0.039245848
28/03/2015	14:49:08	0.047074229
28/03/2015	14:46:07	0.051539625
29/03/2015	18:36:49	0.040280749
29/03/2015	18:33:50	0.047232381
29/03/2015	18:27:49	0.040558908
29/03/2015	18:24:50	0.037404954
29/03/2015	18:21:49	0.040851354
29/03/2015	18:18:50	0.037646201
29/03/2015	18:06:49	0.030217938
29/03/2015	18:03:50	0.03232141
29/03/2015	17:57:49	0.029372897
29/03/2015	17:54:49	0.024591318
29/03/2015	17:51:49	0.025871736
29/03/2015	17:48:49	0.027720907
29/03/2015	17:45:49	0.031684829
29/03/2015	17:39:49	0.037155879
29/03/2015	17:36:49	0.030606863
29/03/2015	17:33:50	0.030092956
29/03/2015	17:30:50	0.036028496
29/03/2015	17:24:49	0.043146206
29/03/2015	17:21:49	0.044468822
29/03/2015	17:06:50	0.048683999
29/03/2015	17:03:50	0.045717594
29/03/2015	17:00:51	0.051164241
29/03/2015	16:57:49	0.049210546
29/03/2015	16:54:49	0.046936626
29/03/2015	16:51:49	0.047058974
29/03/2015	16:48:50	0.044441121
29/03/2015	16:45:50	0.042389857
29/03/2015	16:42:49	0.049478094
29/03/2015	16:36:49	0.043273392
29/03/2015	16:33:50	0.035600542
29/03/2015	16:30:50	0.037170788
29/03/2015	16:27:49	0.039076746
29/03/2015	16:24:50	0.044523717
29/03/2015	16:21:49	0.038726203
29/03/2015	16:18:49	0.033256373
29/03/2015	16:06:49	0.033791191
29/03/2015	16:03:50	0.033229464
29/03/2015	16:00:50	0.035904074
29/03/2015	15:57:49	0.035803559
29/03/2015	15:54:49	0.036777812
29/03/2015	15:51:50	0.036039383
29/03/2015	15:48:50	0.037752631
29/03/2015	15:45:50	0.040025468
29/03/2015	15:42:49	0.036152389
29/03/2015	15:39:50	0.040681429
29/03/2015	15:36:49	0.046430194
29/03/2015	15:30:49	0.046743115
29/03/2015	15:27:49	0.046272255
29/03/2015	15:24:49	0.048383204
29/03/2015	15:21:49	0.052872924
29/03/2015	15:18:49	0.048488926
29/03/2015	14:42:48	0.051258941
29/03/2015	14:39:48	0.043073113
29/03/2015	14:26:48	0.053076017
29/03/2015	14:16:42	0.068876598
29/03/2015	14:06:48	0.069172399
30/03/2015	19:42:30	0.06669032
30/03/2015	19:36:30	0.067733878
30/03/2015	19:33:30	0.067608494
30/03/2015	18:06:30	0.07759161
30/03/2015	17:54:30	0.04963271
30/03/2015	17:51:30	0.04056801
30/03/2015	17:48:30	0.04131305
30/03/2015	17:45:30	0.042669828
30/03/2015	17:42:30	0.047660477
30/03/2015	17:39:30	0.049462879
30/03/2015	17:36:30	0.048677055
30/03/2015	17:33:31	0.046539775
30/03/2015	17:30:31	0.051923383
30/03/2015	17:27:30	0.055438049
30/03/2015	17:24:30	0.050358022
30/03/2015	17:21:30	0.05059433
30/03/2015	17:18:30	0.064881171
30/03/2015	17:06:31	0.04794113
30/03/2015	17:03:31	0.04351823
30/03/2015	17:00:32	0.047153779
30/03/2015	16:57:30	0.044363185
30/03/2015	16:54:30	0.041711275
30/03/2015	16:51:30	0.044037115
30/03/2015	16:48:31	0.045589854
30/03/2015	16:45:31	0.047962057
30/03/2015	16:42:30	0.050424697
30/03/2015	16:39:30	0.056583411
30/03/2015	16:36:30	0.057462021
30/03/2015	16:33:31	0.052238939
30/03/2015	16:30:31	0.051404125
30/03/2015	16:27:30	0.047071456
