2002-07-09	14:56	0.0526666691682	40.2633324334
2002-07-11	14:48	0.175777786127	41.9399990626
2002-07-12	15:25	0.215166676887	35.9677769738
2002-07-13	14:30	0.309888903608	43.8055545764
2002-07-15	14:22	0.231555566554	45.7977767541
2002-07-16	15:00	0.201444454013	38.6899991352
2002-07-22	14:26	0.0323333348691	43.9044434631
2002-07-23	15:14	0.025444445653	36.7777769557
2002-07-28	15:25	0.282000013394	33.5066659177
2002-07-30	15:17	0.072333336769	34.6877770024
2002-07-31	14:23	0.0601111139662	43.7899990212
2002-08-01	15:00	0.131777784037	36.1577769696
2002-08-03	14:52	0.157111118573	37.8044435994
2002-08-04	15:39	0.127333339381	31.1555548592
2002-08-05	14:44	0.0825555594767	39.5322213386
2002-08-06	15:22	0.102222227078	32.2677770565
2002-08-07	14:27	0.251888900853	41.3688879642
2002-08-08	15:14	0.35688890584	33.6755548028
2002-08-09	14:19	0.253777789832	43.3644434752
2002-08-10	14:56	0.515777802276	35.1788881026
