Date_MODIS	Time_MODIS	AOD_MODIS	Time_AERONET	AOD_AERONET
2016-06-12	18:41	0.148666673728	NaN	NaN
2016-06-13	17:45	0.145500006911	NaN	NaN
2016-06-14	18:28	0.104400004959	NaN	NaN
2016-06-16	18:16	0.184800008778	NaN	NaN
2016-06-18	18:04	0.0898571471251	NaN	NaN
2016-06-26	18:53	0.0769000036526	NaN	NaN
2016-07-02	18:16	0.199333342801	NaN	NaN
2016-07-04	18:04	0.117800005595	NaN	NaN
2016-07-06	17:51	0.168250007991	NaN	NaN
2016-07-16	18:28	0.374000017764	NaN	NaN
2016-07-18	18:16	0.256000012159	NaN	NaN
2016-07-20	18:04	0.268500012753	NaN	NaN
2016-07-21	18:46	0.236600011238	NaN	NaN
2016-07-23	18:34	0.155000007362	NaN	NaN
2016-07-25	18:22	0.202666676293	NaN	NaN
2016-08-01	18:28	0.175500008336	NaN	NaN
2016-08-05	18:04	0.135444450878	NaN	NaN
2016-08-08	18:34	0.151000007172	NaN	NaN
2016-08-15	18:40	0.133333339666	NaN	NaN
2016-08-17	18:28	0.162500007718	NaN	NaN
2016-08-21	18:03	0.288000013679	NaN	NaN
2016-08-24	18:34	0.160500007623	NaN	NaN
2016-08-29	18:52	0.183444453158	NaN	NaN
2016-09-09	18:34	0.149333340426	NaN	NaN
2016-09-12	19:05	0.185000008787	NaN	NaN
2016-09-14	18:52	0.155400007381	NaN	NaN
2016-09-16	18:40	0.205000009737	NaN	NaN
2016-09-23	18:46	0.185200008797	NaN	NaN
2016-09-24	17:51	0.207500009856	NaN	NaN
2016-09-25	18:34	0.128142863229	NaN	NaN
2016-09-30	18:52	0.135571435011	NaN	NaN
