20:03:2015	14:36:39	1.269189
20:03:2015	14:42:39	1.269894
20:03:2015	14:45:39	1.28971
20:03:2015	14:48:39	1.286902
20:03:2015	14:51:39	1.291164
20:03:2015	18:39:41	1.310456
20:03:2015	18:42:41	1.32036
20:03:2015	18:45:40	1.343265
20:03:2015	18:48:39	1.344766
20:03:2015	19:21:39	1.315896
20:03:2015	19:24:40	1.310748
20:03:2015	19:27:40	1.294474
20:03:2015	19:30:40	1.268384
20:03:2015	19:33:39	1.273793
20:03:2015	19:36:39	1.281119
20:03:2015	19:39:40	1.28107
20:03:2015	19:42:40	1.274996
20:03:2015	20:52:30	1.279698
20:03:2015	21:08:33	1.260723
20:03:2015	21:19:01	1.251891
20:03:2015	21:29:43	1.262203
20:03:2015	21:31:39	1.260024
20:03:2015	21:33:39	1.259306
20:03:2015	21:36:39	1.262375
20:03:2015	21:38:32	1.26038
20:03:2015	21:42:39	1.252162
20:03:2015	21:44:32	1.252498
20:03:2015	21:48:39	1.25217
20:03:2015	21:50:33	1.244837
20:03:2015	21:52:20	1.248198
20:03:2015	22:08:21	1.252843
20:03:2015	22:10:49	1.252018
22:03:2015	18:51:01	1.256402
22:03:2015	19:27:02	1.272173
22:03:2015	19:30:02	1.288115
22:03:2015	19:33:01	1.282726
22:03:2015	19:36:01	1.268135
22:03:2015	19:42:02	1.272855
22:03:2015	22:01:49	1.236872
22:03:2015	22:07:34	1.220928
23:03:2015	13:35:42	1.254661
23:03:2015	13:37:36	1.260478
23:03:2015	13:47:46	1.252138
23:03:2015	13:58:36	1.274936
23:03:2015	14:00:32	1.281142
23:03:2015	14:02:42	1.282417
23:03:2015	18:56:43	1.414372
24:03:2015	14:38:24	1.114291
24:03:2015	14:41:23	1.114635
24:03:2015	14:44:23	1.115919
24:03:2015	14:47:23	1.114317
24:03:2015	14:50:23	1.118332
24:03:2015	14:53:23	1.104721
24:03:2015	14:56:23	1.098048
24:03:2015	14:59:23	1.131933
24:03:2015	15:02:24	1.150161
24:03:2015	15:05:23	1.145059
24:03:2015	15:08:24	1.153954
24:03:2015	15:59:24	1.135219
24:03:2015	16:02:25	1.13727
24:03:2015	16:05:25	1.117739
24:03:2015	16:08:24	1.086194
24:03:2015	16:20:24	1.097122
24:03:2015	16:23:25	1.124492
24:03:2015	16:26:25	1.111208
24:03:2015	16:29:24	1.102671
24:03:2015	16:32:25	1.126246
24:03:2015	16:35:25	1.139621
24:03:2015	16:38:24	1.116752
24:03:2015	16:41:24	1.090965
24:03:2015	16:44:24	1.101377
24:03:2015	16:47:25	1.090915
24:03:2015	16:50:25	1.097748
24:03:2015	16:53:24	1.092421
24:03:2015	16:56:24	1.072543
24:03:2015	16:59:24	1.075945
24:03:2015	17:02:24	1.101839
24:03:2015	17:05:25	1.087403
24:03:2015	17:08:25	1.091545
24:03:2015	17:20:24	1.106639
24:03:2015	17:23:24	1.130346
24:03:2015	17:26:24	1.140253
24:03:2015	17:29:24	1.11267
24:03:2015	17:32:25	1.10715
24:03:2015	17:35:25	1.103934
24:03:2015	17:38:24	1.117275
24:03:2015	17:41:24	1.106663
24:03:2015	17:44:24	1.107395
24:03:2015	17:47:24	1.104475
24:03:2015	17:50:24	1.100104
24:03:2015	17:53:24	1.097872
24:03:2015	17:56:24	1.096523
24:03:2015	17:59:24	1.11048
24:03:2015	18:02:25	1.1298
24:03:2015	18:05:25	1.135753
24:03:2015	18:08:24	1.131258
24:03:2015	18:20:25	1.121734
24:03:2015	18:23:24	1.108963
24:03:2015	18:26:25	1.097004
24:03:2015	18:29:24	1.068276
24:03:2015	18:32:25	1.078668
24:03:2015	18:35:25	1.084963
24:03:2015	18:38:25	1.08491
24:03:2015	18:41:24	1.092899
24:03:2015	18:44:24	1.110752
24:03:2015	18:47:23	1.132942
24:03:2015	18:50:23	1.144887
24:03:2015	19:32:23	1.141241
24:03:2015	19:38:24	1.157259
24:03:2015	19:41:24	1.170067
24:03:2015	19:44:24	1.151341
24:03:2015	19:53:24	1.106157
24:03:2015	19:56:23	1.122603
24:03:2015	20:02:23	1.110954
25:03:2015	17:02:05	1.264242
25:03:2015	17:05:06	1.269471
25:03:2015	18:20:06	1.175757
25:03:2015	18:38:06	1.200078
26:03:2015	15:04:45	1.025109
26:03:2015	15:07:46	1.015405
26:03:2015	15:19:45	1.018209
26:03:2015	15:22:46	1.000733
26:03:2015	15:25:46	1.014796
26:03:2015	15:28:46	1.023369
26:03:2015	15:31:46	1.021328
26:03:2015	15:34:46	1.020938
26:03:2015	15:37:46	1.029057
26:03:2015	15:49:47	1.029687
26:03:2015	15:55:46	1.023655
26:03:2015	15:58:46	1.017286
26:03:2015	16:01:47	1.000451
26:03:2015	16:04:47	0.993841
26:03:2015	16:07:46	1.015226
26:03:2015	16:19:46	1.001135
26:03:2015	16:22:47	1.015858
26:03:2015	16:25:47	1.020169
26:03:2015	16:28:46	1.02495
26:03:2015	16:31:47	1.024394
26:03:2015	16:34:47	1.013186
26:03:2015	16:37:46	1.029325
26:03:2015	16:40:46	1.021213
26:03:2015	16:43:46	0.995889
26:03:2015	16:46:47	0.980323
26:03:2015	16:49:47	0.970807
26:03:2015	16:52:46	0.995506
26:03:2015	16:55:46	0.992605
26:03:2015	16:58:46	0.983772
26:03:2015	17:01:48	0.969694
26:03:2015	17:04:47	0.959465
26:03:2015	17:07:47	0.967891
26:03:2015	17:19:46	0.966362
26:03:2015	17:22:46	0.980319
26:03:2015	17:25:46	0.958123
26:03:2015	17:28:46	0.979122
26:03:2015	17:31:47	0.974916
26:03:2015	17:34:47	0.97634
26:03:2015	17:37:46	0.977119
26:03:2015	17:40:46	0.983583
26:03:2015	17:43:46	0.987372
26:03:2015	17:46:46	0.998901
26:03:2015	17:49:46	0.998514
26:03:2015	17:52:46	0.991842
26:03:2015	17:55:46	0.998994
26:03:2015	17:58:46	0.978922
26:03:2015	18:01:47	1.031354
26:03:2015	18:04:47	1.000259
26:03:2015	18:07:46	0.994896
26:03:2015	18:19:47	0.97234
26:03:2015	18:22:46	1.000367
26:03:2015	18:25:47	1.011047
26:03:2015	18:28:46	1.015888
26:03:2015	18:31:47	0.988909
26:03:2015	18:34:47	0.985027
26:03:2015	18:37:47	1.006242
26:03:2015	18:40:46	1.005386
26:03:2015	18:43:46	1.011141
26:03:2015	18:46:45	0.991893
26:03:2015	18:49:45	1.028635
26:03:2015	18:52:46	1.049713
26:03:2015	18:55:46	1.03844
26:03:2015	18:58:46	1.053659
26:03:2015	19:01:45	1.033195
26:03:2015	19:04:45	0.996941
26:03:2015	19:07:46	1.030357
26:03:2015	19:19:45	1.115044
